"MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","Fence","MiscFeature","MoSold","SaleType","SaleCondition","type","housse_age","garage_age","remod_since"
"20","RL",60,7626,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","8","Hip","Wd Sdng","Wd Sdng","None","None","Gd","TA","CBlock","TA","TA","No","GLQ",931,"Unf","No",100,1031,"Gd","Y","SBrkr",1031,0,"No",1031,"1","0","1","0","2","1","Gd","5","Typ","0","No.Fireplace","Attchd","Unf","1",230,"TA","TA","Y",0,"No","No","No","No","MnPrv","None","3","WD","Normal","test","5","6","1"
"20","RL",75,9533,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","5","Hip","Wd Sdng","Wd Sdng","BrkFace","1","TA","TA","Slab","No.Basement","No.Basement","No.Basement","No.Basement",0,"No.Basement","No",0,0,"TA","Y","FuseA",1210,0,"No",1210,"0","0","1","1","2","1","TA","7","Typ","0","No.Fireplace","Attchd","Fin","1",616,"TA","TA","Y",208,"No","Yes","No","No","MnPrv","None","8","ConLD","Normal","test","5","6","3"
"60","RL",78,11419,"No.alley.access","Reg","Lvl","Corner","Gtl","NAmes","Artery","1Fam","2Story","7","7","Gable","WdShing","Wd Shng","None","None","TA","TA","CBlock","TA","TA","Mn","ALQ",699,"Unf","No",0,699,"Ex","Y","FuseA",801,726,"No",1527,"1","0","1","1","3","1","TA","6","Typ","1","Gd","Attchd","Unf","2",410,"TA","TA","Y",0,"No","Yes","No","No","GdWo","None","12","WD","Normal","test","5",">60","1"
"20","RL",60,9600,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","6","Gable","Wd Sdng","Wd Sdng","None","None","TA","TA","CBlock","TA","TA","No","BLQ",390,"Unf","No",810,1200,"TA","Y","SBrkr",1200,0,"No",1200,"0","0","1","0","3","1","TA","6","Typ","0","No.Fireplace","Attchd","Fin","1",246,"TA","TA","Y",126,"No","No","No","No","GdWo","None","8","WD","Normal","test","5",">60",">60"
"20","RL",53,5470,"No.alley.access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story","3","5","Gable","MetalSd","MetalSd","None","None","TA","TA","CBlock","TA","TA","No","Unf",0,"Unf","No",792,792,"Gd","Y","FuseA",792,0,"No",792,"0","0","1","0","2","1","TA","4","Typ","0","No.Fireplace","Attchd","Unf","1",366,"Fa","TA","Y",0,"Yes","No","No","No","None","None","8","WD","Normal","test","5","6","3"
"60","RL",60,10800,"No.alley.access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story","5","7","Gable","VinylSd","VinylSd","None","None","TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf","No",676,676,"Ex","Y","SBrkr",676,676,"No",1352,"0","1","2","0","4","1","Gd","7","Typ","0","No.Fireplace","Detchd","Unf","2",720,"TA","TA","Y",187,"No","Yes","No","No","None","None","8","WD","Normal","test","6",">60","1"
"70","RL",80,8146,"No.alley.access","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","2Story","4","8","Gable","MetalSd","MetalSd","None","None","Gd","Gd","BrkTil","Fa","TA","No","Unf",0,"Unf","No",405,405,"Gd","Y","SBrkr",717,322,"No",1039,"0","0","1","0","2","1","TA","6","Typ","0","No.Fireplace","Detchd","Unf","1",281,"TA","TA","N",0,"No","Yes","No","Yes","None","None","5","WD","Normal","test",">80",">60","1"
"30","RL",60,10230,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story","5","7","Gable","MetalSd","MetalSd","None","None","TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf","No",1054,1054,"Ex","Y","SBrkr",1078,0,"No",1078,"0","0","1","0","3","1","Ex","6","Typ","0","No.Fireplace","Detchd","Unf","1",264,"TA","TA","N",0,"No","No","No","Yes","GdWo","None","12","WD","Normal","test",">80","3",">60"
"50","RL",60,10410,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1.5Fin","4","5","Gable","MetalSd","MetalSd","None","None","TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf","No",1313,1313,"TA","Y","SBrkr",1313,0,"Yes",2377,"0","0","2","0","3","1","Gd","8","Min2","1","TA","Detchd","Unf","2",528,"TA","TA","Y",0,"No","Yes","No","No","None","None","6","WD","Normal","test",">80","6",">60"
"70","RL",60,7200,"No.alley.access","Reg","Lvl","Corner","Gtl","OldTown","Artery","1Fam","2Story","7","9","Gable","VinylSd","VinylSd","None","None","Gd","Gd","PConc","TA","TA","No","Unf",0,"Unf","No",560,560,"Ex","Y","SBrkr",930,760,"No",1690,"0","0","2","0","4","1","Gd","5","Typ","0","No.Fireplace","Detchd","Unf","2",624,"TA","TA","Y",0,"No","Yes","No","No","None","None","8","WD","Normal","test",">80","1","1"
"30","RL",90,5400,"No.alley.access","Reg","Lvl","Inside","Gtl","OldTown","Artery","1Fam","1Story","2","5","Gable","Stucco","Stucco","None","None","Fa","TA","PConc","Fa","TA","No","Unf",0,"Unf","No",416,416,"Gd","N","FuseA",599,0,"No",599,"1","0","1","0","2","1","Gd","4","Typ","0","No.Fireplace","No.Garage","No.Garage","0",0,"No.Garage","No.Garage","N",0,"Yes","No","No","No","None","None","6","WD","Normal","test","6","No_Garage",">60"
"30","RL",60,10800,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story","5","7","Gable","Wd Sdng","Wd Sdng","None","None","TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf","No",720,720,"TA","N","SBrkr",846,0,"No",846,"0","0","1","0","2","1","Gd","4","Typ","0","No.Fireplace","Detchd","Fin","2",576,"TA","TA","N",0,"No","No","No","No","None","None","6","WD","Normal","test",">80","4",">60"
"30","RL",60,10800,"Grvl","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","1Story","3","5","Gable","VinylSd","VinylSd","None","None","TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf","No",630,630,"TA","Y","FuseA",725,0,"No",725,"0","0","1","1","1","1","TA","4","Typ","0","No.Fireplace","Detchd","Unf","1",320,"TA","TA","Y",0,"Yes","No","No","No","None","None","11","WD","Normal","test",">80","6","1"
"90","RL",81,9671,"No.alley.access","Reg","Lvl","Corner","Gtl","NAmes","Artery","Duplex","2Story","6","5","Gable","MetalSd","MetalSd","Stone","2","TA","TA","CBlock","TA","TA","No","Unf",0,"Unf","No",1248,1248,"TA","Y","SBrkr",1248,1296,"No",2544,"0","0","2","2","6","2","TA","12","Typ","0","No.Fireplace","Attchd","RFn","3",907,"TA","TA","Y",0,"No","No","No","No","None","None","8","WD","Normal","test","5","5","3"
"20","RL",83,10143,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","6","7","Gable","HdBoard","HdBoard","BrkFace","2","TA","TA","CBlock","TA","TA","No","Rec",384,"Unf","No",996,1380,"Fa","Y","SBrkr",1380,0,"No",1380,"0","0","1","1","3","1","TA","6","Typ","0","No.Fireplace","Attchd","Unf","1",364,"TA","TA","Y",0,"No","No","No","Yes","GdWo","None","6","WD","Normal","test","5","5","3"
"20","RL",77,11500,"No.alley.access","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","6","4","Gable","HdBoard","HdBoard","None","None","Fa","TA","CBlock","TA","Fa","No","BLQ",872,"Rec","Yes",108,1040,"Gd","Y","SBrkr",1040,0,"No",1040,"1","0","1","0","3","1","TA","6","Min1","1","Po","Attchd","RFn","2",480,"TA","TA","Y",0,"No","Yes","No","No","MnPrv","None","5","WD","Normal","test","5","5","3"
"20","RL",62,8010,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","6","9","Hip","Wd Sdng","Wd Sdng","None","None","Gd","Gd","CBlock","TA","TA","Mn","GLQ",745,"Unf","No",206,951,"Gd","Y","SBrkr",951,0,"No",951,"1","0","1","0","2","1","Gd","6","Typ","0","No.Fireplace","Detchd","Unf","2",480,"TA","TA","Y",0,"No","Yes","No","No","None","Yes","9","WD","Normal","test","5","3","1"
"20","RL",90,10454,"No.alley.access","IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story","6","6","Hip","Plywood","Plywood","Stone","1","TA","TA","CBlock","TA","TA","No","Rec",546,"Unf","No",559,1105,"Gd","Y","FuseA",1105,0,"No",1105,"0","0","1","0","3","1","TA","5","Typ","0","No.Fireplace","Detchd","Unf","1",308,"TA","TA","Y",0,"No","No","No","No","None","None","4","WD","Normal","test","5","6","3"
"20","RL",80,9000,"No.alley.access","IR1","HLS","Inside","Mod","NAmes","Norm","1Fam","1Story","6","6","Flat","Wd Sdng","Wd Sdng","BrkFace","1","TA","TA","CBlock","Gd","TA","Gd","Unf",0,"Unf","No",160,160,"Fa","Y","SBrkr",1142,0,"No",1142,"0","0","1","0","2","1","TA","5","Typ","1","Gd","Basment","RFn","1",384,"TA","TA","Y",0,"Yes","Yes","No","No","None","None","4","WD","Normal","test","5","6","3"
"50","RL",60,8064,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Artery","1Fam","1.5Fin","6","5","Gable","Wd Sdng","Wd Sdng","None","None","TA","TA","CBlock","TA","TA","Av","Rec",621,"Unf","No",174,795,"Gd","N","SBrkr",765,368,"No",1133,"0","0","1","0","3","1","TA","5","Typ","0","No.Fireplace","Detchd","Unf","2",900,"TA","TA","Y",0,"No","No","No","Yes","None","None","12","COD","Abnorml","test","5","3",">60"
"20","RL",71,7350,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","6","Hip","BrkFace","BrkFace","None","None","TA","TA","CBlock","TA","TA","No","Unf",0,"Unf","No",1041,1041,"Gd","Y","SBrkr",1041,0,"No",1041,"0","0","1","0","3","1","TA","6","Typ","0","No.Fireplace","Attchd","RFn","1",294,"TA","TA","Y",0,"No","No","No","No","GdWo","None","3","WD","Normal","test","5","6","3"
"20","RL",60,7200,"No.alley.access","Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story","5","7","Gable","MetalSd","MetalSd","None","None","TA","Gd","CBlock","TA","Gd","No","ALQ",630,"BLQ","Yes",0,732,"TA","Y","SBrkr",732,0,"No",732,"1","0","1","0","2","1","TA","4","Typ","0","No.Fireplace","Detchd","Unf","1",240,"TA","TA","Y",0,"Yes","No","No","No","None","None","9","WD","Normal","test","5","6","3"
"80","RL",80,8000,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SLvl","5","5","Gable","BrkFace","Plywood","None","None","TA","TA","CBlock","Gd","TA","Av","GLQ",433,"Rec","Yes",0,528,"TA","Y","SBrkr",1183,0,"No",1183,"1","0","1","0","3","1","TA","6","Typ","0","No.Fireplace","Attchd","RFn","1",288,"TA","TA","Y",0,"No","No","No","No","GdWo","None","7","WD","Normal","test","5","6","3"
"50","RL",60,10800,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Artery","1Fam","1.5Fin","4","7","Gable","MetalSd","MetalSd","None","None","TA","TA","CBlock","TA","TA","No","Unf",0,"Unf","No",832,832,"TA","Y","FuseF",832,629,"No",1461,"0","0","2","0","4","1","TA","6","Typ","0","No.Fireplace","Detchd","Unf","1",384,"TA","TA","Y",0,"Yes","No","No","No","None","None","8","WD","Normal","test","5",">60","1"
"50","RL",60,8064,"No.alley.access","Reg","Lvl","Corner","Gtl","NAmes","Artery","1Fam","1.5Fin","6","7","Gable","MetalSd","MetalSd","None","None","TA","TA","CBlock","TA","TA","No","LwQ",120,"Unf","No",744,864,"TA","Y","SBrkr",1064,0,"Yes",1495,"0","0","1","0","3","1","TA","6","Typ","0","No.Fireplace","Detchd","Unf","2",576,"TA","TA","Y",180,"Yes","No","No","No","None","None","8","COD","Abnorml","test","5","2","1"
"60","RL",76,7570,"No.alley.access","Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","2Story","6","5","Gable","HdBoard","HdBoard","BrkFace","2","TA","TA","CBlock","TA","TA","No","Unf",0,"Unf","No",780,780,"TA","Y","SBrkr",993,813,"No",1806,"0","0","1","1","4","1","TA","8","Typ","0","No.Fireplace","Attchd","Unf","2",483,"TA","TA","Y",0,"Yes","No","No","No","None","None","3","WD","Normal","test","5","5","3"
"90","RL",75,8604,"No.alley.access","IR1","Lvl","Inside","Gtl","NAmes","Norm","Duplex","SFoyer","5","7","Gable","Plywood","Plywood","BrkFace","1","TA","Gd","CBlock","Gd","TA","Av","GLQ",941,"Unf","No",0,941,"Gd","Y","SBrkr",941,0,"No",941,"1","0","1","0","2","1","Gd","4","Typ","0","No.Fireplace","Attchd","Unf","2",564,"TA","TA","Y",0,"Yes","No","No","No","None","None","11","WD","Normal","test","4","4","2"
"20","RL",80,7936,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","6","6","Hip","HdBoard","HdBoard","None","None","TA","TA","CBlock","TA","TA","No","BLQ",826,"Unf","No",219,1045,"TA","Y","SBrkr",1045,0,"No",1045,"1","0","1","0","3","1","TA","6","Typ","1","Fa","Attchd","RFn","1",264,"TA","TA","Y",0,"No","No","No","No","None","None","4","WD","Normal","test","5","5","3"
"50","RM",68,4080,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1.5Fin","6","8","Gable","Wd Sdng","Wd Sdng","None","None","TA","TA","PConc","TA","TA","No","Unf",0,"Unf","No",901,901,"Gd","Y","SBrkr",861,517,"No",1378,"0","0","1","0","3","1","Gd","6","Typ","0","No.Fireplace","Detchd","Unf","1",162,"Fa","Fa","P",54,"No","Yes","No","No","None","None","6","WD","Normal","test","6",">60","1"
"90","RM",57,10307,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","Duplex","2Story","6","5","Gable","Wd Sdng","Wd Sdng","None","None","TA","TA","CBlock","TA","TA","Mn","LwQ",633,"Unf","No",339,972,"Gd","N","FuseA",972,972,"No",1944,"1","0","2","0","4","2","TA","12","Typ","0","No.Fireplace","Detchd","Unf","2",324,"Fa","TA","N",0,"Yes","Yes","No","No","None","None","6","WD","Normal","test",">80",">60",">60"
"50","RM",90,15660,"No.alley.access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1.5Fin","5","8","Gable","VinylSd","VinylSd","None","None","TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf","No",240,240,"TA","Y","SBrkr",810,496,"No",1306,"0","0","1","1","3","1","Gd","6","Typ","0","No.Fireplace","Detchd","Unf","2",472,"Fa","TA","N",0,"No","No","No","No","MnPrv","None","7","WD","Normal","test",">80","6","1"
"70","RM",90,9900,"No.alley.access","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","2Story","5","8","Gable","VinylSd","VinylSd","None","None","Gd","TA","CBlock","TA","TA","No","Unf",0,"Unf","No",504,504,"Ex","Y","SBrkr",764,700,"No",1464,"0","0","2","0","3","1","TA","7","Typ","0","No.Fireplace","No.Garage","No.Garage","0",0,"No.Garage","No.Garage","N",0,"No","Yes","No","No","None","None","3","WD","Normal","test",">80","No_Garage","1"
"70","RM",57,6406,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story","5","6","Gable","Wd Sdng","Wd Sdng","None","None","TA","TA","BrkTil","TA","TA","No","ALQ",421,"Unf","No",269,690,"TA","Y","FuseA",868,690,"No",1558,"0","0","1","1","3","1","TA","7","Typ","1","Gd","Detchd","Unf","2",400,"TA","TA","Y",0,"Yes","No","No","Yes","MnPrv","None","10","WD","Normal","test","6",">60",">60"
"190","RM",63,7627,"No.alley.access","Reg","Lvl","Corner","Gtl","OldTown","Artery","2fmCon","2Story","4","6","Gable","AsbShng","AsbShng","None","None","Fa","TA","BrkTil","Fa","Po","No","Unf",0,"Unf","No",600,600,"Gd","N","SBrkr",1101,600,"No",1701,"0","0","2","0","4","2","Fa","8","Typ","0","No.Fireplace","No.Garage","No.Garage","0",0,"No.Garage","No.Garage","N",0,"No","Yes","No","No","None","None","10","WD","Normal","test",">80","No_Garage",">60"
"50","RM",56,10134,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1.5Fin","5","5","Gable","MetalSd","MetalSd","None","None","TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf","No",801,801,"Gd","N","SBrkr",801,646,"No",1447,"0","0","1","0","3","1","TA","6","Typ","0","No.Fireplace","No.Garage","No.Garage","0",0,"No.Garage","No.Garage","N",80,"No","Yes","No","No","None","None","7","WD","Normal","test",">80","No_Garage",">60"
"50","RM",50,6000,"No.alley.access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1.5Fin","5","7","Gable","Wd Sdng","Wd Sdng","None","None","TA","Ex","CBlock","TA","TA","No","BLQ",384,"Unf","No",384,768,"TA","Y","FuseA",768,560,"No",1328,"0","0","1","1","3","1","TA","6","Typ","0","No.Fireplace","Detchd","Unf","1",308,"TA","TA","Y",0,"Yes","No","No","No","MnPrv","None","3","WD","Normal","test","5",">60","3"
"30","RM",62,7404,"No.alley.access","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","1Story","4","6","Gable","MetalSd","MetalSd","None","None","TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf","No",861,861,"TA","Y","SBrkr",861,0,"No",861,"0","0","1","0","2","1","TA","5","Typ","0","No.Fireplace","Detchd","Unf","2",288,"TA","TA","N",0,"No","Yes","No","No","None","None","11","Oth","Normal","test",">80",">60",">60"
"30","RM",50,5925,"No.alley.access","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","1Story","2","4","Gable","MetalSd","MetalSd","None","None","TA","Gd","BrkTil","No.Basement","No.Basement","No.Basement","No.Basement",0,"No.Basement","No",0,0,"Fa","N","FuseA",612,0,"No",612,"0","0","1","0","1","1","TA","4","Typ","0","No.Fireplace","Detchd","Unf","1",308,"TA","Fa","N",0,"No","Yes","No","No","None","None","10","WD","Normal","test","6","5",">60"
"30","RM",60,8520,"No.alley.access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story","5","8","Gable","Stucco","Stucco","None","None","Gd","TA","PConc","Fa","TA","No","Unf",0,"Unf","No",624,624,"TA","Y","SBrkr",792,0,"No",792,"0","0","1","0","2","1","TA","5","Typ","0","No.Fireplace","Detchd","Unf","1",287,"TA","TA","Y",0,"No","Yes","No","No","GdWo","None","2","WD","Normal","test",">80","5",">60"
"70","RM",60,9600,"No.alley.access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story","4","4","Gable","VinylSd","VinylSd","None","None","Gd","Gd","BrkTil","Fa","TA","No","Unf",0,"Unf","No",677,677,"TA","Y","SBrkr",833,677,"No",1510,"0","0","2","0","3","1","Gd","7","Typ","0","No.Fireplace","Detchd","Unf","2",720,"TA","TA","N",0,"No","Yes","No","No","None","None","6","WD","Normal","test",">80","4",">60"
"70","RM",70,8400,"No.alley.access","Reg","Lvl","Corner","Gtl","OldTown","Artery","1Fam","2Story","6","7","Gable","Stucco","BrkFace","None","None","TA","TA","BrkTil","Fa","Gd","Mn","Unf",0,"Unf","No",917,917,"Gd","Y","FuseA",1090,917,"No",2007,"0","0","2","0","3","1","Ex","8","Typ","0","No.Fireplace","Detchd","Unf","1",357,"TA","TA","Y",0,"Yes","No","No","No","None","None","6","WD","Normal","test",">80",">60",">60"
"70","RM",60,3600,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story","6","7","Gable","Stucco","Stucco","None","None","TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf","No",624,624,"Ex","Y","SBrkr",664,624,"No",1288,"1","0","1","0","3","1","Ex","5","Typ","1","Gd","Attchd","Unf","1",280,"TA","TA","N",0,"Yes","No","No","No","None","None","5","WD","Normal","test",">80",">60","1"
"30","C (all)",56.4733333333333,3300,"No.alley.access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story","4","3","Gable","Stucco","Stucco","None","None","TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf","No",624,624,"Ex","Y","SBrkr",816,0,"No",816,"0","0","1","0","2","1","TA","5","Typ","1","Gd","No.Garage","No.Garage","0",0,"No.Garage","No.Garage","N",0,"Yes","No","No","No","None","None","6","WD","Normal","test",">80","No_Garage",">60"
"50","RM",60,5400,"No.alley.access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1.5Fin","6","6","Gable","MetalSd","MetalSd","None","None","Fa","TA","BrkTil","TA","TA","No","Unf",0,"Unf","No",972,972,"Ex","Y","SBrkr",1044,0,"Yes",1480,"0","0","1","0","3","1","TA","6","Typ","0","No.Fireplace","Detchd","Unf","1",207,"Fa","TA","Y",0,"No","Yes","No","No","None","None","9","ConLI","Family","test",">80",">60",">60"
"70","RM",60,9720,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story","6","7","Gable","MetalSd","MetalSd","None","None","TA","TA","PConc","TA","TA","No","Unf",0,"Unf","No",741,741,"Ex","Y","SBrkr",780,741,"No",1521,"0","0","1","0","4","1","Gd","8","Typ","0","No.Fireplace","Detchd","Unf","3",640,"TA","TA","Y",0,"No","Yes","No","No","MnPrv","None","9","WD","Normal","test",">80",">60","1"
"30","C (all)",72,9392,"No.alley.access","Reg","Lvl","Corner","Gtl","IDOTRR","Norm","1Fam","1Story","3","3","Mansard","AsbShng","AsbShng","None","None","TA","Fa","CBlock","Fa","TA","No","Unf",0,"Unf","No",245,245,"TA","N","SBrkr",797,0,"No",797,"0","0","1","0","2","1","TA","5","Typ","0","No.Fireplace","No.Garage","No.Garage","0",0,"No.Garage","No.Garage","N",0,"Yes","Yes","No","No","None","None","9","WD","Abnorml","test",">80","No_Garage",">60"
"30","RL",58.96,6615,"No.alley.access","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1Story","6","6","Gable","MetalSd","MetalSd","None","None","TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf","No",1022,1022,"TA","N","FuseA",1432,0,"No",1432,"0","0","1","0","3","1","Gd","6","Typ","1","Gd","BuiltIn","Unf","1",216,"Fa","TA","Y",266,"Yes","No","No","No","GdWo","None","9","WD","Normal","test",">80",">60",">60"
"70","RL",50,4960,"No.alley.access","Reg","Lvl","Inside","Gtl","BrkSide","RRAn","1Fam","1.5Fin","5","7","Gable","WdShing","Wd Shng","None","None","TA","TA","CBlock","TA","TA","No","Unf",0,"Unf","No",297,297,"Ex","Y","SBrkr",1001,653,"No",1654,"0","0","2","0","3","1","TA","7","Typ","1","Gd","Detchd","Unf","1",336,"TA","TA","N",244,"Yes","No","No","No","None","None","5","WD","Normal","test",">80","6","2"
"50","RM",60,6000,"No.alley.access","Reg","Lvl","Corner","Gtl","BrkSide","Norm","1Fam","1.5Fin","5","5","Gable","Stucco","Stucco","BrkFace","2","TA","TA","BrkTil","TA","TA","No","Rec",220,"Unf","No",248,468,"Gd","Y","SBrkr",822,320,"No",1142,"0","0","1","0","3","1","TA","6","Typ","0","No.Fireplace","Attchd","Fin","1",320,"TA","TA","Y",0,"No","Yes","No","No","None","None","6","WD","Normal","test",">80",">60",">60"
"30","RM",51,6120,"No.alley.access","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1Story","5","6","Gable","MetalSd","MetalSd","None","None","TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf","No",960,960,"Gd","Y","SBrkr",995,0,"No",995,"0","0","1","0","2","1","TA","5","Typ","0","No.Fireplace","Detchd","Unf","1",264,"TA","TA","Y",0,"Yes","Yes","No","No","MnPrv","None","3","WD","Abnorml","test",">80",">60","1"
"50","RM",51,6120,"No.alley.access","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin","5","6","Gable","Wd Sdng","Wd Sdng","None","None","TA","TA","BrkTil","TA","Fa","No","LwQ",273,"Unf","No",679,952,"TA","Y","FuseA",994,588,"No",1582,"0","0","2","0","3","1","TA","6","Typ","1","Gd","Detchd","Unf","1",250,"Fa","TA","Y",189,"No","Yes","Yes","No","None","None","2","WD","Normal","test","6",">60",">60"
"30","RM",50,8635,"No.alley.access","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1Story","5","5","Hip","Wd Sdng","Wd Sdng","None","None","TA","Fa","BrkTil","TA","TA","No","LwQ",134,"Unf","No",938,1072,"TA","Y","SBrkr",1072,0,"No",1072,"1","0","1","0","2","1","TA","5","Typ","0","No.Fireplace","Detchd","Unf","5",1184,"Fa","TA","P",0,"No","Yes","No","No","None","None","8","WD","Normal","test",">80","3",">60"
"70","RM",57,8094,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story","6","6","Gable","MetalSd","MetalSd","None","None","TA","TA","PConc","TA","TA","No","Unf",0,"Unf","No",1048,1048,"Gd","Y","FuseA",1048,720,"No",1768,"0","0","2","0","3","1","TA","8","Typ","0","No.Fireplace","Detchd","Unf","2",576,"Fa","Fa","Y",0,"No","Yes","No","No","None","None","6","WD","Normal","test",">80",">60",">60"
"70","RM",68,9928,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story","7","8","Gable","Wd Sdng","Wd Sdng","None","None","TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf","No",672,672,"Fa","Y","SBrkr",1272,672,"No",1944,"0","0","2","0","3","1","TA","8","Min2","0","No.Fireplace","Detchd","Unf","1",216,"TA","TA","N",24,"Yes","No","No","No","None","Yes","6","WD","Normal","test",">80",">60","1"
"90","RM",50,3000,"Grvl","Reg","Bnk","Inside","Gtl","OldTown","Norm","Duplex","2Story","5","1","Hip","MetalSd","MetalSd","None","None","TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf","No",1040,1040,"TA","N","SBrkr",1088,1040,"No",2128,"0","0","2","0","4","2","TA","11","Sev","0","No.Fireplace","No.Garage","No.Garage","0",0,"No.Garage","No.Garage","Y",0,"Yes","No","No","No","None","None","9","WD","Abnorml","test",">80","No_Garage",">60"
"70","RM",57,6876,"No.alley.access","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","2Story","6","5","Gable","Plywood","Plywood","None","None","TA","TA","CBlock","TA","Fa","No","BLQ",522,"Unf","No",198,720,"Fa","Y","SBrkr",1146,784,"No",1930,"1","0","2","0","4","1","TA","8","Typ","0","No.Fireplace","Attchd","Unf","1",316,"TA","TA","Y",0,"No","Yes","No","No","MnPrv","None","8","WD","Normal","test",">80",">60",">60"
"70","RM",66.96,5775,"No.alley.access","IR2","Bnk","Corner","Mod","OldTown","Feedr","1Fam","2Story","6","7","Gable","Wd Sdng","Wd Sdng","None","None","TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf","No",483,483,"Ex","Y","SBrkr",741,686,"No",1427,"0","0","1","0","3","1","Gd","7","Typ","0","No.Fireplace","Attchd","Unf","1",379,"TA","TA","Y",0,"Yes","Yes","No","No","None","None","2","WD","Normal","test",">80",">60","1"
